"AÑO 
(Año de registro)","AUTORIDAD AMBIENTAL
(Donde se encuentra el Negocio Verde)","REGIÓN
(Donde se encuentra el Negocio Verde)","DEPARTAMENTO
(Donde se encuentra el Negocio Verde)","MUNICIPIO
(Donde se encuentra el Negocio Verde)","RAZÓN SOCIAL
(Del Negocio Verde)","Descripción
(Del Negocio Verde)","CATEGORÍA
(Del Negocio Verde)","SECTOR
(Al cual pertenece el Negocio Verde)","SUBSECTOR
(Al cual pertenece el Negocio Verde)","Producto Principal
(Que promueve el Negocio Verde)","CATEGORÍA COMERCIAL
(Al cual pertenece el Negocio Verde)","NOMBRE REPRESENTANTE
(Del Negocio Verde)"
2019,CARDIQUE,Caribe,Bolívar,Cartagena de indias,Alternative Travel Cartagena S.A.S Bic,"Operador turístico dedicado a los servicios de tours como:
-Recorridos guiados por el Parque Nacional Natural Islas de Rosario y San Bernardo.
-Recorridos en kayak por la laguna de San Lázaro donde se visitan manglares ubicados en la única porción de murallas que se extienden sobre el mar, hasta llegar a la Isla de los pájaros que es una isla de mangle en la que habitan un sinnúmero de aves para su observación. 
- Recorridos en bicicleta alrededor de Turbaco.     
Adicionalmente, realizan acciones para la conservación de los ecosistemas de manglar y el repoblamiento de la tortuga Carey.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.2. Ecoturismo,Operador y Agencia de viajes,Turismo sostenible,Nina Schlieper
2019,CARDIQUE,Caribe,Bolívar,Cartagena de indias,Back Pakers,"Desarrollo de actividades y tours en espacios naturales y Parques Nacionales.      El tour de Galerazamba se caracteriza por ser un recorrido histórico con énfasis en tradición, folclore, naturaleza y diversión que pretende brindar una experiencia al viajero      de carácter diferencial. La Ciénaga del Totumo y su volcán son la base de este recorrido, complementándolo con Galerazamba y sus salinas, famosas por sus beneficios curativos para el ser humano.  A través de los servicios prestados por este negocio verde se puede conocer y resaltar      el valor cultural que tiene Galerazamba, cuna de la India Catalina.  Además, cuenta con alojamiento propio que brinda conexión e intimidad con la naturaleza, el mar y su bello paisaje.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.2. Ecoturismo,Ecoactividades,Turismo sostenible,Jeyson Herazo
2019,CAM,Central,Huila,Neiva,Corporación Integral De Servicios Integrales Las Ceibas - Neiva Tours Rio Ceiba,"Cuenta con dos destinos turísticos y en cada uno de ellos un sendero diferente.  Una ruta es de agro-ecoturismo, donde se conoce y se aprende sobre las actividades productivas realizadas en la región. El otro sendero es orientado para la protección y conservación en área protegida, con observación de aves, disfrute del ecosistema local, turismo científico y deportivo.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.2. Ecoturismo,Operador y Agencia de viajes,Turismo sostenible,Edilson Zuñiga Romero
2019,CARDIQUE,Caribe,Bolívar,Cartagena de indias,Empresa Asociativa de Trabajo  y Ecoturismo Eat los Arriberos,"Empresa de turismo dedicada a la conservación de ecosistemas de mangles, avistamiento de aves y recuperación de fauna, recolección de residuos y mantenimiento de la zona costera de la Boquilla. Este negocio verde también realiza etnoturismo, ecoturismo y un gran trabajo social en la zona.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.2. Ecoturismo,Operador y Agencia de viajes,Turismo sostenible,Eduardo Jimenez Carmona
2019,CARDIQUE,Caribe,Bolívar,Cartagena de indias,Empresa Comunitaria Nativos Activos Cocotera,"Empresa comunitaria que brinda servicios de alojamiento mediante un ecohotel ubicado en una zona frente al mar rodeada del ecosistema marino - costero y corales, dentro del Parque Nacional Natural Corales del Rosario.  Cuenta con tres habitaciones con baño privado y vista al mar y un hamaquero con capacidad para 9 personas. 
Adicionalmente, ofrece una deliciosa comida, jugos y dulces preparados y servidos por las mujeres de la comunidad local y que son representativos de la gastronomía típica de la región.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.2. Ecoturismo,alojamiento,Turismo sostenible,Nataly castro Bertel
2019,CARDIQUE,Caribe,Bolívar,Cartagena de indias,Vivarium del Caribe,": El parque Vivarium del Caribe tiene como temática principal la representación de los orígenes y la diversidad de la vida. Allí se presenta de una manera entretenida y pedagógica, la ruta de la evolución biológica en nuestro planeta y para esto el negocio verde se apoya en la exhibición natural y controlada de algunos ejemplares de la fauna silvestre, haciendo énfasis en los invertebrados, los peces, los anfibios y los reptiles. 
También hay una exhibición con modelos de cemento, yeso, resina y fibra de vidrio que representan seres prehistóricos que ilustran el camino evolutivo de los cocodrilos, los dinosaurios y las aves. 
El proyecto posee una infraestructura tropical con diseños de arquitectura regional donde los visitantes emprenden un recorrido guiado en el que encuentran espacios para el aprendizaje, la diversión, la contemplación y el reposo",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.2. Ecoturismo,Centro ecoturístico,Turismo sostenible,Catalina Hoyos Hoyos
2019,CARDIQUE,Caribe,Bolívar,Cartagena de indias,Insatour India Sal y Turismo,"Empresa dedicada a la prestación de servicios ecoturísticos como guianza al volcán de lodo, dunas salinas y senderos en mangle, con buenas prácticas de conservación de manglares y cuencas hidrográficas",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.2. Ecoturismo,ecoactividades,Turismo sostenible,ALBERTO MARIO GOMEZ SABALETA
2019,CARDIQUE,Caribe,Bolívar,Cartagena de indias,Logistic & Transporte Seguro S.A.S- Samanea,"Samanea nace en 2016 como una empresa dedicada a la recuperación de residuos aprovechables orgánicos, como: Aceite de cocina usado, cartón, entre otros. El negocio contribuye dignificando la actividad económica de los recicladores, velando porque tengan una mejor calidad de vida. Además, Se caracterizan por promover la reducción del consumo de aceite cocina usado",2. Ecoproductos Industriales,2.1. Aprovechamiento y valoración de Residuos,2.1.1. Aprovechamiento de residuos orgánicos,Recolección de residuos,Consultorías y asesorías ambientales,Yaneth Cecilia Gueto Alcala
2019,CARDIQUE,Caribe,Bolívar,Cartagena de indias,Tuarisba,"Empresa que presta servicios de recorridos turísticos y senderos ecológicos a bordo de canoas de pescadores llenos de hermosos parajes, dentro de los cuales se incluyen las ruinas de un impresionante horno de piedras de cal de la época de la colonia. También la visita a la acogedora Playa Coquitos, espacio ideal para relajarse y disfrutar lejos del bullicio de la zona turística tradicional y la travesía entre bellos canales de mangle, apreciando diversas especies animales, especialmente, aves, cangrejos, iguanas y mapaches. Es la oportunidad de disfrutar de un ecosistema rico en fauna y flora, conocer la historia, las tradiciones y la cultura de Ararca y Barú, lo cual permite disfrutar, conservar y recorrer Cartagena de una manera diferente y enriquecedora, apoyar la conservación de ecosistemas de mangle y a las comunidades locales.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.2. Ecoturismo,ecoactividades,Turismo sostenible,Lauren Oliveros Morelos
2019,CARDIQUE,Caribe,Bolívar,Cartagena de indias,Fundacion Tierra Grata,"Es una fundacion que realiza procesos de soluciones de saneamiento basico y energias alternativas (sanitario seco, paneles solares, filtros de agua, etc ) para comunidades rurales",2. Ecoproductos Industriales,2.3. Construcción sostenible,2.3.1. Construcción sostenible,Energía no convencional y saneamiento seguro ecnologico,Construcción sostenible,Jenifer Colpas Fernandez
2019,CARDIQUE,Caribe,Bolívar,Cartagena de indias,Fundacion Bahia,"Procesos de recuperación de ecosistemas marinos e insular, capacitación de la comunidad de tierra bomba en temas de reciclaje. Alto impacto social.",2. Ecoproductos Industriales,2.1. Aprovechamiento y valoración de Residuos,2.1.2. Aprovechamiento de residuos inorgánicos,PROYECTOS DE RECICLAJE,Consultorías y asesorías ambientales,DIANA DE LA VEGA
2019,CARDIQUE,Caribe,Bolívar,Cartagena de indias,Fundación Mapache Colombia,"Organización para la conservación de las especies y ecosistemas, generación de línea base de biodiversidad, consultoría y asesoría y trabajo con la comunidad en los procesos de conservación.",2. Ecoproductos Industriales,2.5. Otros bienes / servicios verdes sostenibles,2.5.1. Servicios asociados a Negocios Verdes,CONSULTORIA Y ASESORIA,Consultorías y asesorías ambientales,ANGIE TINOCO SOTOMAYOR
2019,CARDIQUE,Caribe,Bolívar,Cartagena de indias,Solvitech Colombia,"Solvitech Colombia nace en 2008 como una empresa que se dedica al diseño e instalación de sistemas fotovoltaicos de alta eficiencia, comercio de equipos para proyectos de energía solar, entre otros. El negocio se caracteriza por obras sociales en parques de la ciudad de Cartagena donde han instalado cargadores solares.",2. Ecoproductos Industriales,2.2. Fuentes no convencionales de energía renovable,2.2.1. Energía solar,Plantas Solares,Energías renovables,Edith Mercado
2019,CARDIQUE,Caribe,Bolívar,San Jacinto,Artelisa,"Artelisa nace en 2019 como una empresa que se dedica a la elaboración y comercialización de artesanías como: bolsos, mochilas, manillas, brazaletes, entre otros. El negocio cuenta con mujeres víctimas del conflicto armado, personas discapacitadas y afrodescendientes dentro de su equipo de trabajo.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.4. No Maderables,Bolsos y mochilas,Arte y moda sostenible,Nereida Esperaza Costa Caro
2019,CARDIQUE,Caribe,Bolívar,San Jacinto,Asociación De Productores Agropecuarios De La Vereda Brasilar-asobrasilar,"Producción y comercialización de productos agrícolas sostenibles por medio de técnicas agroecológicas, diferenciados y nativos de la zona. Legumbres, hortalizas, tubérculos.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.1. Agrosistemas sostenibles,"1.1.1. Sistema de producción ecológico, orgánico y biológico",Hortalizas,Alimentos y bebidas,PEDRO GARCIA
2019,CARDIQUE,Caribe,Bolívar,San Jacinto,Asociación Para El Desarrollo Sostenible De Los Pequeños Agricultores De San Jacinto-Asomudepas,"Producción y comercialización de productos agrícolas sostenibles por medio de técnicas agroecológicas, diferenciados y nativos de la zona. Legumbres, hortalizas, tubérculos. Producción y comercialización de semillas in vitro de ñame.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.1. Agrosistemas sostenibles,"1.1.1. Sistema de producción ecológico, orgánico y biológico",Hortalizas,Alimentos y bebidas,CARMEN JULIA RODRIGUEZ CORREA
2019,CARDIQUE,Caribe,Bolívar,San Juan Nepomuceno,Asoagro,"Producción de ñame bajo parámetros sostenibles totalmente orgánico y producción apícola, yuca, maíz",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.1. Agrosistemas sostenibles,"1.1.1. Sistema de producción ecológico, orgánico y biológico",ÑAME DE ESPINA Y DIAMANTE,Alimentos y bebidas,Eduardo Romero
2019,CARDIQUE,Caribe,Bolívar,San Juan Nepomuceno,Cooperativa Ecoturistica Los Colorados Coopcolorados,"Ofrece rutas ecoturísticas en la región de San Juan de Nepomuceno y el departamento de Bolívar, principalmente dentro del Santuario de Flora y Fauna los Colorados en San Juan Nepomuceno.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.2. Ecoturismo,Guianza,Turismo sostenible,GLENIA  DE JESUS LEIVA JULIO
2019,CARDIQUE,Caribe,Bolívar,San Juan Nepomuceno,Fundación Cultural Tefa O.N.G,"Uno de los principales atractivos del área protegida es la diversidad de sus árboles, en el que se destaca la ceiba, la bonga, el caracolí, el tamarindo, el indio desnudo, entre otros. En épocas húmedas se cubren de liquen, dándole un bello color verde en su corteza.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.1. Agrosistemas sostenibles,"1.1.1. Sistema de producción ecológico, orgánico y biológico",MIEL DE ABEJAS,Alimentos y bebidas,FRANCISCO JAVIER OSORIO
2019,CARDIQUE,Caribe,Bolívar,Santa Rosa,Asociación De Fruticultores De Paiva Asofrupa,"Ofrece servicio de avistamiento de aves en cada uno de los senderos con los que se cuenta en la región. Durante los recorridos se envía un mensaje a todos los usuarios en la conservación de los recursos naturales, con el lema “lo que está en el bosque se queda en el bosque y lo que traemos nos lo llevamos”.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.2. Agroindustria Sostenible,1.2.1. Agroindustrial alimentario,Pulpas de frutas,Alimentos y bebidas,Arle Ortiz Ortiz
2019,CARDIQUE,Caribe,Bolívar,Santa Rosa,La Real Alianza- La Ciénaga,Empresa dedicada al agroturismo en el cual los visitantes siembran árboles con el fin de participar en la recuperación de los ecosistemas y la conservación de fauna silvestre local.,1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.2. Ecoturismo,Agroturismo,Turismo sostenible,LUIS EDARDO DIAZ ALFRO
2019,CARDIQUE,Caribe,Bolívar,Turbaco,Fundación Artes Y Talentos,"Fundación Artes y Talentos nace en 2017 como una empresa que se dedica a la elaboración y comercialización de artesanías, como mesas y lámparas.El negocio genera empleo local, vinculando a personas en condición de discapacidad.",2. Ecoproductos Industriales,2.1. Aprovechamiento y valoración de Residuos,2.1.1. Aprovechamiento de residuos orgánicos,Mesas y Lámparas,Hogar y estilo de vida,Ena Elvira Tous Banquez
2019,CARDIQUE,Caribe,Bolívar,Turbaco,Granja Sostenible La Fé Sas,"Busca conectar a las personas con la naturaleza y el campo colombiano, a través de recorridos guiados, pasadías, alojamiento campestre ecológico, el avistamiento de fauna y la experiencia de prácticas agroecológicas.  
La granja genera productos orgánicos de los cuales el turista puede participar en la siembra y recolección.  Además, el turista puede apoyar el manejo de los animales en la Granja que son vacas, gallinas y ovejas, que proveen a la cocina de alimentos frescos para el consumo local.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.2. Ecoturismo,Agroturismo,Turismo sostenible,LAURA CAROLINA CORREA BLAIN
2019,CARDIQUE,Caribe,Bolívar,Turbaco,Turhuaco,"Corporación que ofrece servicios ecoturísticos enfocados en el desarrollo de actividades para la recuperación de las fuentes hídricas como el río “El Mameyal”  con énfasis en la educación ambiental y cultural de la comunidad, como también en la preservación de los volcanes de lodo",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.3. Biocomercio,1.3.2. Ecoturismo,Ecoactividades,Turismo sostenible,OSWALDO SEGOVIA BARROS
